ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u1	The sitting is open (9.31 a.m.). The Minutes shall be read.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u118	Gasparri (FI-BP). I'm asking you for 30 seconds, ma'am. Thank you for your patience, which I will not abuse. President Calderoli said something right. The issue, Mr Calderoli and colleagues, is whether or not we are acting under the Rules of Procedure and we are acting under the Rules of Procedure. Floridia (M5S). No! Gasparri (FI-BP). Rule 99 - Mr Calderoli, you know - provides for a vote on our proposal. If the majority of the House yesterday arranged the work in a certain way, it will probably reject the request to anticipate the vote because our proposal would not be implemented. Therefore, it is not clear why the majority would like to arrange the order of business - as it is up to it - to postpone the vote until tomorrow and prevent a minority, opposition group from asking, after the closure of the general debate, to anticipate the vote by a vote of the House on our request. There's no automatism. We are even denying - and it is paradoxical that an expert in regulations is doing so, certainly more than many of us like President Calderoli - that we should vote on our request that, probably having spent some time, it will also be rejected, looking at the presences in this House. Therefore, it would be an unheard of prevarication to prevent us from putting to the vote a legitimate request made pursuant to Rule 99 of the Rules of Procedure. You are the majority and prove it, but do not prevent the opposition from using the Rules of Procedure, otherwise those who put it elsewhere are right. [[Applause from the FI-BP and PD groups.]]
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u119	Senator Gasparri, the question you have returned to is over because the general debate has been closed. After consultation with the President Casellati, the Conference of Leaders shall be convened at 3 p.m. I therefore suspend the sitting. (The sitting was suspended at 2.10 p.m. and resumed at 3.45 p.m.) The session is resumed. The Conference of Leaders confirmed by a majority the calendar of the Assembly approved yesterday. Therefore, the agenda for tomorrow's sitting provides, starting at 9.30 a.m., explanations of vote and the final vote by an absolute majority of the members of the Senate of the draft Constitutional Act on the reduction of the number of parliamentarians. The discussion of ratifications of international agreements will follow until 2 p.m. The question time will be held at 3 p.m.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u120	I'm asking to talk.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u121	You have the right to do so.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u122	MALAN (FI-BP). Mr President, I clearly take note of the decisions of the Conference of Leaders and also note that the majority are so convinced of this measure that they are not willing to vote on it by appointment, i.e. tomorrow, while today they have left the whole afternoon that had been planned (and also the evening), because they have nothing to say about this bill. We take note of that. And if this is the model of Parliament that we want to propose, I think we are on the right track. [[Applause from the FI-BP Group.]]
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u123	I'm asking to talk.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u124	You have the right to do so.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u125	CALIENDO (FI-BP). Mr President, I take note of the decision of the Conference of Leaders, but I would like this to not constitute a precedent. Today, it has occurred that the Conference of Leaders has exappropriated the powers of this House. I am not interested in the interpretation of that article; I am interested in the fact that only this House had the opportunity to decide. And the Conference of Leaders cannot replace the Assembly. Never. [[Applause from the FI-BP Group.]]
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u126	I shall refer the following to another session of the draft law.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u127	I'm asking to talk.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u128	You have the right to do so.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u129	TARICCO (PD). Mr President, I take advantage of these few moments at the end of today's work to ask the answer to question 3-00972, which we had submitted after the meeting between the Ministry, the Regions and Grancasa had ended negatively at the Ministry of Labour on 7 June, on the redundancies that this undertaking intended to carry out. We basically ask the Ministry of Labour to move quickly on this issue, also because - it is news of these hours - it would seem that the letters of dismissal to workers are beginning to arrive again. We are talking about more than 110 workers, who seem to have been reduced to a hundred. In the territory of Ceva alone, there are seven of 31 employees who could receive the letter of dismissal, plus four others between Cairo and Carmagnola. We ask the Ministry for a strong attention to this enterprise, because it is located in territorial areas in which too many companies have already been affected by redundancies and closures. We believe that more attention is needed, also because it would appear that, at the meeting at the Ministry in which the company has announced that it does not want to withdraw from the orientation to dismissal, only the responsible official was present for the Ministry, who - for goodness sake - will also have done everything possible; however, we believe that this procedure cannot be traced back to a bureaucratic observance of the commitments made on this occasion. Therefore, we ask the Minister to pay more attention to the problem, because for territories like our 100 layoffs there are so many; they concern people and families who are really at risk of being put on the road. [[Applause from the PD Group.]]
